"iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total","total2"
44,1,2,19,15,34,0,-0.24,0,21,4,30,5,30,15,15,5,0,4,6,5,4,5,3,5,4,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,8,7,8,7,6,6,8,8,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,27,42
44,1,2,19,19,36,0,0.48,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,5,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,7,7,7,5,6,7,9,8,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,6,39
44,1,2,19,2,31,0,0,1,24,2,35,10,20,20,10,5,0,4,6,7,5,8,5,5,4,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,9,7,7,6,7,7,9,7,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,35,43
44,1,2,19,6,25,0,-0.29,1,25,2,20,20,15,15,15,15,0,6,7,9,7,9,3,5,4,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,7,6,6,7,5,4,7,6,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,41,35
44,1,2,19,11,35,0,-0.09,1,25,2,20,23,23,22,7,5,0,5,8,7,7,7,5,6,6,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,8,7,8,0,8,6,8,7,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,39,37
44,1,2,19,16,23,1,-0.17,0,21,4,10,20,40,10,10,10,1,7,7,7,6,6,9,9,10,1,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,8,8,8,10,7,8,8,8,1,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,42,49
44,1,2,19,9,30,0,-0.27,1,23,2,10,20,20,20,20,10,0,6,9,7,5,6,3,7,4,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,7,7,7,7,6,7,8,7,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,36,41
44,1,2,19,7,26,0,0.46,1,23,2,20,20,20,15,15,10,0,3,8,7,6,6,4,5,4,2,24,3,2,3,3,"Israel",1,3,1,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,25,15,25,25,15,15,7,9,8,9,9,1,8,7,7,8,7,7,9,7,2,3,7,1,2,60,5,10,10,5,10,6,9,8,7,9,34,44
45,1,2,19,4,36,0,-0.06,1,26,2,20,25,20,15,15,5,0,2,2,5,2,8,4,3,5,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,7,8,7,7,7,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,23,43
45,1,2,19,1,23,1,-0.1,0,21,4,10,20,40,10,10,10,1,6,7,7,6,7,5,7,5,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,8,7,6,6,6,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,38,40
45,1,2,19,9,37,0,-0.01,1,27,2,10,10,30,25,10,15,0,6,4,7,4,5,2,4,3,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,6,7,6,6,5,6,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,28,36
45,1,2,19,19,34,0,-0.05,0,21,4,30,5,30,15,15,5,0,4,5,6,5,6,5,5,3,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,7,7,7,7,7,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,31,42
45,1,2,19,14,39,0,-0.08,0,24,3,20,20,20,15,15,10,0,4,5,7,1,5,1,5,1,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,0,5,7,5,5,6,5,5,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,23,33
45,1,2,19,17,33,0,-0.41,1,30,2,30,20,30,10,0,10,0,6,6,7,3,7,3,5,2,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,0,6,5,7,5,7,5,6,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,32,35
45,1,2,19,8,24,0,-0.19,1,27,2,10,20,20,15,20,15,0,7,7,8,0,8,0,8,6,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,6,6,6,6,5,5,5,6,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,30,34
45,1,2,19,7,29,1,0.08,1,22,2,20,22,18,15,15,10,1,6,8,7,4,7,2,6,4,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,8,8,6,7,6,6,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,34,41
45,1,2,19,10,25,0,-0.01,1,25,2,20,20,15,15,15,15,0,6,8,7,5,8,7,7,5,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,6,6,7,6,6,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,41,38
45,1,2,19,5,22,1,-0.02,0,27,1,20,20,20,10,10,20,1,6,7,7,4,6,6,6,6,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,7,7,5,6,5,6,5,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,36,37
45,1,2,19,15,35,1,-0.01,1,25,2,20,23,23,22,7,5,1,7,8,9,7,8,9,8,8,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,8,6,7,6,7,7,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,48,41
45,1,2,19,16,32,0,-0.19,0,27,4,50,0,50,0,0,0,0,8,8,9,5,9,6,8,5,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,9,8,8,8,8,7,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,45,48
45,1,2,19,3,21,0,0.01,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,4,5,2,2,28,8,2,6,6,"Switzerland",2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,25,15,25,15,0,20,7,8,6,8,7,1,7,8,8,7,9,6,7,7,2,9,7,3,3,25,25,0,25,0,25,7,8,8,6,7,40,45
46,1,2,19,15,26,0,0.22,1,23,2,20,20,20,15,15,10,0,7,4,5,6,5,4,6,5,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,10,9,9,10,7,8,9.5,7,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,31,53
46,1,2,19,1,32,0,-0.33,0,27,4,50,0,50,0,0,0,0,8,9,8,0,8,7,8,5,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,8,9,8,7,10,7,8,7,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,40,49
46,1,2,19,6,27,1,0.29,0,22,3,17,10,18,20,25,10,1,8,7,6,6,4,4,6,5,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,9,8,8,8,7,9,9.5,7,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,35,49
46,1,2,19,5,23,0,-0.52,0,21,4,10,20,40,10,10,10,1,7,6,7,7,7,6,7,5,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,8,9,8,8,9,8,6,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,40,48
46,1,2,19,4,34,1,-0.08,0,21,4,30,5,30,15,15,5,1,9,8,9,7,8,0,8,8,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,7,7,7,9,8,7,8,6,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,41,45
46,1,2,19,12,24,0,0.24,1,27,2,10,20,20,15,20,15,1,9,8,7,8,0,8,8,7,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,7,8,8,8,7,9,8,5,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,40,47
46,1,2,19,7,21,0,0.22,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,5,8,2,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,7,10,8,9,8,8,6,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,41,48
46,1,2,19,16,38,0,-0.32,0,23,1,50,10,20,10,10,0,0,10,6,6,9,5,3,6,2,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,8,8,8,10,8,7,8,5,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,39,49
46,1,2,19,8,36,0,0.29,1,26,2,20,25,20,15,15,5,0,2,5,4,3,4,2,3,5,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,7,8,6,9,7,6,4,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,20,43
46,1,2,19,11,29,0,0.1,1,22,2,20,22,18,15,15,10,1,8,6,6,5,0,0,7,4,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,7,6,8,7,7,7,6,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,25,41
46,1,2,19,2,33,0,-0.49,1,30,2,30,20,30,10,0,10,0,8,7,9,5,6,4,6,2,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,8,7,8,8,8,7,5,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,39,45
46,1,2,19,14,25,0,-0.24,1,25,2,20,20,15,15,15,15,0,7,8,8,6,10,6,8,7,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,1,10,8,7,8,7,8,9.5,6,1,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,45,48
46,1,2,19,17,30,0,-0.02,1,23,2,10,20,20,20,20,10,0,8,7,7,7,5,5,7,6,2,26,8,2,2,3,"Italy",2,6,2,7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,7,20,35,20,10,10,5,7,8,5,7,7,0,6,8,8,9,8,6,7,5,2,4,8,3,2,75,5,5,5,5,5,8,7,7,8,7,39,45
47,1,2,19,15,21,0,-0.06,0,21,4,12,18,20,16,16,18,0,4,7,7,4,7,3,5,1,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,9,5,6,5,5,7,5,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,32,37
47,1,2,19,5,38,0,-0.14,0,23,1,50,10,20,10,10,0,0,7,9,7,7,4,3,8,2,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,6,7,7,6,6,6,6,5,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,37,38
47,1,2,19,8,35,0,-0.21,1,25,2,20,23,23,22,7,5,0,5,6,8,8,7,8,6,8,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,7,5,6,5,6,4,6,3,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,42,33
47,1,2,19,19,29,0,0.04,1,22,2,20,22,18,15,15,10,0,5,6,6,7,6,0,6,4,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,0,5,6,5,6,7,2,6,5,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,30,31
47,1,2,19,10,33,0,-0.18,1,30,2,30,20,30,10,0,10,0,4,5,6,7,7,4,6,2,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,5,6,7,6,6,3,6,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,33,33
47,1,2,19,2,37,0,0.32,1,27,2,10,10,30,25,10,15,0,3,5,7,6,6,6,5,5,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,0,0,3,8,4,6,3,4,4,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,33,24
47,1,2,19,17,22,0,0.27,0,27,1,20,20,20,10,10,20,0,5,7,7,6,6,5,5,4,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,0,5,6,5,6,3,4,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,36,25
47,1,2,19,13,23,0,0.21,0,21,4,10,20,40,10,10,10,0,5,6,7,6,6,6,6,5,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,5,6,6,4,7,4,6,5,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,36,32
47,1,2,19,14,27,0,-0.28,0,22,3,17,10,18,20,25,10,0,1,4,5,4,4,4,3,5,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,7,5,6,6,4,5,7,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,22,33
47,1,2,19,6,30,0,0.09,1,23,2,10,20,20,20,20,10,0,5,5,5,7,7,6,8,6,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,0,9,5,6,3,6,3,6,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,35,32
47,1,2,19,7,39,1,0.12,0,24,3,20,20,20,15,15,10,1,5,5,8,8,5,7,7,5,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,3,7,6,5,5,6,5,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,38,32
47,1,2,19,1,24,0,0.04,1,27,2,10,20,20,15,20,15,0,5,7,7,7,7,7,7,7,2,30,8,2,2,2,"Italy",1,6,1,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,20,20,25,25,5,5,8,7,9,9,3,1,6,6,6,5,6,4,6,6,2,5,5,3,2,30,20,20,20,0,10,8,7,7,7,9,40,33
48,1,2,19,8,26,0,0.29,1,23,2,20,20,20,15,15,10,0,6,5,5,7,6,3,4,4,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,1,9,8,7,9,0,8,9,8,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,32,41
48,1,2,19,2,22,0,0.73,0,27,1,20,20,20,10,10,20,1,7,7,7,7,7,6,7,4,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,4,6,6,5,0,3,5,1,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,41,24
48,1,2,19,10,30,0,0.39,1,23,2,10,20,20,20,20,10,0,7,7,5,7,5,7,8,7,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,5,6,5,4,0,3,4,4,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,38,23
48,1,2,19,11,39,0,0.5,0,24,3,20,20,20,15,15,10,1,8,5,6,7,5,5,7,3,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,3,5,5,6,5,3,4,3,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,36,27
48,1,2,19,19,21,0,-0.08,0,21,4,12,18,20,16,16,18,0,7,7,7,5,6,3,6,1,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,3,8,5,5,8,3,4,2,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,35,32
48,1,2,19,3,31,1,0.52,1,24,2,35,10,20,20,10,5,1,8,9,8,8,8,8,8,8,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,1,7,7,7,8,0,0,8,5,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,49,29
48,1,2,19,13,32,0,0.52,0,27,4,50,0,50,0,0,0,0,7,8,7,9,6,4,7,2,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,5,6,8,5,8,3,4,3,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,41,35
48,1,2,19,16,34,0,0.43,0,21,4,30,5,30,15,15,5,0,5,4,3,3,2,2,4,4,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,1,7,7,7,5,5,3,7,3,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,19,34
48,1,2,19,9,38,0,0.37,0,23,1,50,10,20,10,10,0,1,8,6,5,8,5,3,8,4,2,22,12,2,9,2,"Israel",1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,7,9,6,7,6,0,7,7,7,8,0,6,8,4,2,2,6,3,2,40,10,0,40,0,10,8,8,7,7,6,35,35
49,1,2,19,4,21,0,0.28,1,21,4,12,18,20,16,16,18,1,9,9,10,9,9,8,9,5,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,0,6,7,8,4,6,4,6,6,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,54,35
49,1,2,19,15,39,0,-0.32,0,24,3,20,20,20,15,15,10,0,5,7,7,7,9,0,6,3,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,0,7,8,7,8,4,5,7,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,35,39
49,1,2,19,11,25,0,0.06,0,25,2,20,20,15,15,15,15,0,8,8,9,8,9,8,9,8,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,9,8,7,8,6,5,8,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,50,43
49,1,2,19,17,32,0,0,1,27,4,50,0,50,0,0,0,0,6,8,9,9,6,6,7,5,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,7,7,8,7,7,6,6,3,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,44,42
49,1,2,19,12,26,0,0.02,0,23,2,20,20,20,15,15,10,0,5,8,8,7,7,6,5,5,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,9,8,7,7,7,8,8,6,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,41,46
49,1,2,19,3,27,0,0.13,0,22,3,17,10,18,20,25,10,0,4,5,4,5,6,0,2,3,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,8,8,7,7,7,0,7,5,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,24,37
49,1,2,19,5,36,1,0,0,26,2,20,25,20,15,15,5,1,4,5,8,8,10,8,8,5,1,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,8,8,7,7,10,5,8,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,43,45
49,1,2,19,16,35,1,0.18,0,25,2,20,23,23,22,7,5,1,7,9,9,9,9,10,8,8,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,8,8,10,5,6,5,7,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,53,42
49,1,2,19,8,29,0,0.2,0,22,2,20,22,18,15,15,10,0,7,5,6,8,6,4,5,6,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,7,8,8,7,6,5,7,5,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,36,41
49,1,2,19,7,31,1,-0.57,0,24,2,35,10,20,20,10,5,1,7,8,8,6,7,5,7,8,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,9,7,8,8,9,0,8,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,41,41
49,1,2,19,2,23,0,-0.23,1,21,4,10,20,40,10,10,10,1,7,7,6,7,6,7,8,6,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,0,7,8,8,6,7,3,6,5,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,40,39
49,1,2,19,6,22,0,-0.08,0,27,1,20,20,20,10,10,20,0,6,7,7,5,7,4,5,3,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,0,7,8,7,7,7,0,7,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,36,36
49,1,2,19,13,38,1,-0.36,0,23,1,50,10,20,10,10,0,1,9,9,9,8,5,3,7,2,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,8,7,7,8,8,4,8,6,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,43,42
49,1,2,19,9,24,0,-0.04,0,27,2,10,20,20,15,20,15,0,6,0,0,8,0,6,6,5,2,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,7,7,6,5,6,7,7,4,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,20,38
49,1,2,19,14,30,1,0.16,0,23,2,10,20,20,20,20,10,1,8,7,7,7,7,7,9,7,1,25,8,4,1,3,"Philadelphia",1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,7,10,10,10,8,1,7,7,7,7,7,0,7,6,2,4,6,3,3,30,15,15,25,5,10,7,6,8,8,7,43,35
