"iid","gender","condtn","round","order","pid","match","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","field_cd","race","from","career_c","shar1_1","attr","sinc","intel","fun","amb","shar","like","prob","match_es","shar1_2","attr3_2","cult","outside"
102,"1","2",18,17,93,"0",6,6,7,7,6,7,6,6.5,6,"10","2","North America","2",0,7,7,7,6,6,5,6,6,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,7,88,"0",15,2,10,10,1,10,1,2,4,"10","2","North America","2",0,5,5,6,6,7,5,5,6,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,11,83,"0",15,5,7,8,6,7,4,6,3,"10","2","North America","2",0,10,9,8,8,5,6,9,8,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,16,92,"0",10,4,8,9,7,8,6,7,5,"10","2","North America","2",0,7,8,8,6,8,7,7,7,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,10,91,"0",10,4,6,7,6,5,3,5,2,"10","2","North America","2",0,7,7,8,8,10,7,8,7,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,8,87,"0",20,2,3,4,5,4,2,1,7,"10","2","North America","2",0,8,6,6,7,4,3,7,4,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,12,84,"0",5,4,5,6,3,7,3,4,3,"10","2","North America","2",0,9,8,7,5,5,4,7,8,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,2,89,"0",0,6,10,9,6,7,5,5,5,"10","2","North America","2",0,3,7,7,1,3,2,3,5,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,14,79,"0",15,2,2,2,2,2,2,2,2,"10","2","North America","2",0,4,4,4,4,6,3,4,4,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,6,86,"0",20,5,8,6,5,5,4,6,4,"10","2","North America","2",0,6,8,8,8,8,5,7,7,8,0,8,5.28571428571429,3.66666666666667
102,"1","2",18,15,78,"0",15,3,8,8,0,0,8,8,2,"10","2","North America","2",0,5,5,6,3,6,5,5,5,8,0,8,5.28571428571429,3.66666666666667
103,"1","2",18,14,93,"0",6,7,7,7,7,7,7,7,6,"8","2","east","7",15,6,7,7,8,7,6,7,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,2,82,"0",10,6,8,8,8,9,7,7,7,"8","2","east","7",15,6,7,6,6,6,3,5,4,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,3,86,"0",20,7,6,6,5,5,3,5,4,"8","2","east","7",15,6,7,7,7,7,6,7,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,17,89,"0",0,8,9,8,7,8,5,8,5,"8","2","east","7",15,8,7,8,7,8,5,7,6,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,18,90,"0",18,4,8,5,6,4,4,4,0,"8","2","east","7",15,6,7,8,5,5,5,5,3,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,12,78,"0",15,5,9,9,0,0,0,7,2,"8","2","east","7",15,6,7,6,6,6,6,6,4,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,8,83,"0",15,7,8,8,8,8,8,7,4,"8","2","east","7",15,8,8,8,8,8,8,7,6,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,6,77,"0",10,9,7,7,10,8,7,8,5,"8","2","east","7",15,6,7,7,7,7,5,6,4,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,10,80,"0",20,7,8,8,8,8,8,7,7,"8","2","east","7",15,7,8,8,6,7,6,6,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,11,79,"0",15,5,5,5,5,5,5,5,5,"8","2","east","7",15,5,7,8,6,7,6,6,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,13,92,"0",10,8,7,8,5,8,5,5,3,"8","2","east","7",15,6,6,6,6,6,6,6,3,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,15,81,"0",20,4,9,8,6,7,6,7,8,"8","2","east","7",15,8,8,8,8,8,8,8,7,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,1,76,"0",20,6,0,5,0,10,0,2,2,"8","2","east","7",15,6,8,9,7,7,7,7,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,4,88,"0",15,6,7,7,6,10,3,4,7,"8","2","east","7",15,7,6,7,6,7,6,7,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,16,85,"0",10,8,7,7,6,6,3,6,6,"8","2","east","7",15,6,7,8,8,7,7,7,5,3,10,8,7.14285714285714,5.66666666666667
103,"1","2",18,7,91,"1",10,7,7,8,7,7,0,7,3,"8","2","east","7",15,8,8,8,8,8,8,8,6,3,10,8,7.14285714285714,5.66666666666667
104,"1","2",18,13,88,"0",15,6,9,10,5,8,3,6,7,"10","2","west","2",5,6,6,6,6,6,5,6,3,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,18,84,"0",5,6,2,5,5,5,2,4,0,"10","2","west","2",5,6,6,6,6,6,5,6,4,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,17,83,"0",15,7,8,8,6,6,6,3,3,"10","2","west","2",5,7,6,6,7,7,5,7,5,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,10,76,"0",20,2,3,5,5,0,0,2,2,"10","2","west","2",5,6,8,7,6,6,5,6,5,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,1,80,"0",20,8,8,8,6,8,7,7,7,"10","2","west","2",5,6,9,8,6,7,4,8,5,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,15,77,"0",10,6,6,5,5,5,6,4,3,"10","2","west","2",5,6,6,6,6,6,7,7,4,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,11,82,"0",10,8,9,9,7,8,7,8,7,"10","2","west","2",5,7,8,7,8,6,5,7,7,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,16,91,"0",10,7,7,7,7,7,0,7,2,"10","2","west","2",5,8,7,7,6,8,6,7,5,3,0,8,6.28571428571429,7.33333333333333
104,"1","2",18,9,90,"0",18,10,10,10,10,10,7,8,0,"10","2","west","2",5,10,10,10,10,10,10,10,1,3,0,8,6.28571428571429,7.33333333333333
105,"1","2",18,3,84,"1",5,5,5,7,8,7,5,7,5,"1","1","east","1",5.55555555555556,7,9,9,8,7,9,6,4,2,10,8,5.28571428571429,6
105,"1","2",18,12,90,"0",18,5,7,6,7,7,6,5,4,"1","1","east","1",5.55555555555556,6,7,7,5,6,5,6,3,2,10,8,5.28571428571429,6
105,"1","2",18,18,77,"1",10,7,7,8,10,9,8,9,5,"1","1","east","1",5.55555555555556,8,7,8,8,7,7,7,3,2,10,8,5.28571428571429,6
105,"1","2",18,4,80,"1",20,8,8,9,9,8,8,9,8,"1","1","east","1",5.55555555555556,6,9,9,6,5,7,5,1,2,10,8,5.28571428571429,6
105,"1","2",18,17,87,"0",20,1,6,7,7,9,4,2,5,"1","1","east","1",5.55555555555556,8,7,7,6,7,5,7,1,2,10,8,5.28571428571429,6
105,"1","2",18,14,82,"1",10,7,9,9,10,9,8,9,8,"1","1","east","1",5.55555555555556,8,7,7,6,7,6,7,4,2,10,8,5.28571428571429,6
105,"1","2",18,2,83,"0",15,5,10,8,8,8,8,4,3,"1","1","east","1",5.55555555555556,8,9,8,7,5,8,6,3,2,10,8,5.28571428571429,6
105,"1","2",18,8,93,"0",6,7,7,7,7,7,6,7,6,"1","1","east","1",5.55555555555556,8,7,8,7,6,5,7,4,2,10,8,5.28571428571429,6
105,"1","2",18,16,88,"0",15,6,9,10,10,10,8,8,6,"1","1","east","1",5.55555555555556,7,8,8,8,7,7,7,5,2,10,8,5.28571428571429,6
105,"1","2",18,11,89,"0",0,6,9,9,7,7,5,5,5,"1","1","east","1",5.55555555555556,7,8,9,6,8,5,7,5,2,10,8,5.28571428571429,6
105,"1","2",18,6,78,"0",15,7,9,9,7,9,7,7,1,"1","1","east","1",5.55555555555556,5,8,8,6,4,6,5,2,2,10,8,5.28571428571429,6
105,"1","2",18,10,85,"0",10,8,8,8,6,6,2,6,4,"1","1","east","1",5.55555555555556,7,7,8,7,6,7,6,4,2,10,8,5.28571428571429,6
105,"1","2",18,15,86,"1",20,7,8,8,8,8,6,7,6,"1","1","east","1",5.55555555555556,8,8,8,8,7,6,7,5,2,10,8,5.28571428571429,6
105,"1","2",18,5,79,"0",15,6,6,6,6,6,6,6,5,"1","1","east","1",5.55555555555556,5,9,8,9,5,6,5,2,2,10,8,5.28571428571429,6
105,"1","2",18,13,76,"1",20,5,7,8,8,0,0,5,5,"1","1","east","1",5.55555555555556,7,7,8,9,8,7,7,4,2,10,8,5.28571428571429,6
106,"1","2",18,1,89,"0",0,8,10,10,9,10,5,9,5,"1","3","east","1",20,8,8,8,8,10,0,8,5,4,10,5,5.85714285714286,6
106,"1","2",18,8,77,"0",10,5,6,7,5,6,4,4,5,"1","3","east","1",20,7,5,7,6,4,0,8,5,4,10,5,5.85714285714286,6
106,"1","2",18,14,78,"1",15,5,9,9,0,0,0,9,1,"1","3","east","1",20,10,10,10,8,8,0,8,2,4,10,5,5.85714285714286,6
106,"1","2",18,2,90,"0",18,6,7,7,8,7,5,6,3,"1","3","east","1",20,6,10,8,3,0,4,7,7,4,10,5,5.85714285714286,6
106,"1","2",18,12,80,"0",20,7,9,8,8,8,0,7,6,"1","3","east","1",20,8,10,7,3,10,4,5,3,4,10,5,5.85714285714286,6
106,"1","2",18,4,82,"0",10,5,10,9,8,9,7,8,8,"1","3","east","1",20,6,10,5,5,3,0,6,6,4,10,5,5.85714285714286,6
106,"1","2",18,15,92,"0",10,7,8,8,8,8,7,7,6,"1","3","east","1",20,6,10,4,4,6,0,2,1,4,10,5,5.85714285714286,6
106,"1","2",18,13,79,"0",15,5,5,5,5,5,5,5,5,"1","3","east","1",20,8,10,10,6,9,8,9,2,4,10,5,5.85714285714286,6
106,"1","2",18,18,85,"0",10,6,8,7,6,8,2,6,5,"1","3","east","1",20,6,10,6,3,6,0,4,5,4,10,5,5.85714285714286,6
106,"1","2",18,3,76,"0",20,4,8,8,6,6,0,5,5,"1","3","east","1",20,8,3,7,8,4,0,3,2,4,10,5,5.85714285714286,6
106,"1","2",18,6,88,"0",15,2,10,10,2,2,3,7,2,"1","3","east","1",20,8,10,8,8,6,5,7,3,4,10,5,5.85714285714286,6
106,"1","2",18,10,83,"0",15,5,8,8,8,8,8,4,3,"1","3","east","1",20,10,10,10,10,10,10,10,7,4,10,5,5.85714285714286,6
106,"1","2",18,16,93,"0",6,7,7,7,7,7,7,7,6,"1","3","east","1",20,9,10,10,8,8,8,10,6,4,10,5,5.85714285714286,6
106,"1","2",18,7,87,"0",20,2,4,5,4,7,3,1,6,"1","3","east","1",20,7,3,6,8,4,0,5,2,4,10,5,5.85714285714286,6
106,"1","2",18,11,84,"0",5,4,6,8,6,5,5,5,4,"1","3","east","1",20,10,10,10,8,8,8,10,6,4,10,5,5.85714285714286,6
107,"1","2",18,17,77,"1",10,9,9,9,10,9,10,10,7,"7","2","east","2",8,6,8,8,8,9,7,6.5,7,2,15,8,6,7.66666666666667
107,"1","2",18,3,80,"0",20,6,9,8,8,9,8,7,9,"7","2","east","2",8,6,8,8,5.5,6,2,5,6.5,2,15,8,6,7.66666666666667
107,"1","2",18,1,83,"1",15,8,8,8,7,5,8,4,3,"7","2","east","2",8,9,10,9,8,7,6.5,8,9,2,15,8,6,7.66666666666667
107,"1","2",18,14,86,"1",20,10,7,7,6,6,8,5,2,"7","2","east","2",8,8,8,8,7,8,8,8,8,2,15,8,6,7.66666666666667
107,"1","2",18,10,89,"0",0,9,9,10,10,7,6,8,5,"7","2","east","2",8,8,7,9,6,9,4,7,6,2,15,8,6,7.66666666666667
107,"1","2",18,13,82,"1",10,7,10,9,10,8,9,10,8,"7","2","east","2",8,8,8,8,8,7,7.5,8.5,6.5,2,15,8,6,7.66666666666667
107,"1","2",18,9,85,"1",10,7,6,6,5,6,5,6,6,"7","2","east","2",8,8,8,7,8,6,8,7,6,2,15,8,6,7.66666666666667
107,"1","2",18,7,93,"0",6,7,7,7,7,7,6,7,6,"7","2","east","2",8,7.5,8.5,9,9.5,9.5,9,8,6.5,2,15,8,6,7.66666666666667
107,"1","2",18,4,79,"1",15,5,7,7,7,5,6,6,5,"7","2","east","2",8,6,8,9,7,6,5,6,5,2,15,8,6,7.66666666666667
107,"1","2",18,12,76,"1",20,8,6,7,10,0,8,10,5,"7","2","east","2",8,9,9,9,9,9,9,9,9,2,15,8,6,7.66666666666667
107,"1","2",18,11,90,"0",18,6,7,8,7,8,6,6,0,"7","2","east","2",8,7,8,8,6,6,2,4,4,2,15,8,6,7.66666666666667
107,"1","2",18,16,87,"1",20,8,10,8,9,8,8,8,8,"7","2","east","2",8,9,9,9,9,9,8.5,8,8,2,15,8,6,7.66666666666667
107,"1","2",18,2,84,"0",5,4,8,8,5,7,6,7,7,"7","2","east","2",8,7,7,8.5,6.5,9,4,5,3,2,15,8,6,7.66666666666667
107,"1","2",18,18,91,"1",10,8,7,8,8,0,0,8,5,"7","2","east","2",8,8,9,8,8,8,7,9,9,2,15,8,6,7.66666666666667
107,"1","2",18,6,92,"1",10,8,9,9,10,9,9,8,8,"7","2","east","2",8,9,9,9,9,9,8,8,6,2,15,8,6,7.66666666666667
107,"1","2",18,15,88,"0",15,3,10,10,10,10,6,7,8,"7","2","east","2",8,9,9,9,9,9,9,8,8,2,15,8,6,7.66666666666667
108,"1","2",18,3,77,"0",10,9,7,7,9,6,5,8,6,"5","2","EU","5",15,9,6,7,6,5,3,5,2,3,10,3,4.57142857142857,5
108,"1","2",18,15,90,"0",18,7,7,6,6,4,5,7,2,"5","2","EU","5",15,6,8,7,6,5,3,5,4,3,10,3,4.57142857142857,5
108,"1","2",18,17,82,"0",10,7,10,10,10,8,10,8,8,"5","2","EU","5",15,6,7,6,7,5,4,6,4,3,10,3,4.57142857142857,5
108,"1","2",18,5,83,"0",15,5,7,9,6,7,5,5,4,"5","2","EU","5",15,6,7,5,7,6,4,6,5,3,10,3,4.57142857142857,5
108,"1","2",18,14,89,"0",0,9,9,8,10,8,7,8,5,"5","2","EU","5",15,6,5,7,6,6,4,5,3,3,10,3,4.57142857142857,5
108,"1","2",18,18,86,"1",20,10,8,6,7,10,5,9,4,"5","2","EU","5",15,8,6,8,7,7,5,8,2,3,10,3,4.57142857142857,5
108,"1","2",18,7,80,"0",20,8,8,8,8,8,8,8,8,"5","2","EU","5",15,6,8,8,7,6,2,6,6,3,10,3,4.57142857142857,5
108,"1","2",18,16,76,"0",20,5,5,5,5,8,8,5,5,"5","2","EU","5",15,7,7,8,7,5,8,6,5,3,10,3,4.57142857142857,5
108,"1","2",18,1,88,"0",15,8,10,10,5,10,8,7,8,"5","2","EU","5",15,8,9,7,8,5,4,7,6,3,10,3,4.57142857142857,5
108,"1","2",18,6,84,"1",5,4,0,8,7,7,6,7,7,"5","2","EU","5",15,7,8,9,8,8,5,7,5,3,10,3,4.57142857142857,5
108,"1","2",18,9,78,"0",15,7,4,7,2,2,2,5,1,"5","2","EU","5",15,7,7,5,5,4,3,5,3,3,10,3,4.57142857142857,5
108,"1","2",18,12,81,"1",20,7,7,7,8,7,7,8,9,"5","2","EU","5",15,8,7,6,7,6,6,7,5,3,10,3,4.57142857142857,5
108,"1","2",18,4,91,"0",10,9,7,8,7,6,7,3,2,"5","2","EU","5",15,8,7,7,9,8,4,7,5,3,10,3,4.57142857142857,5
108,"1","2",18,8,79,"1",15,6,6,6,6,6,6,7,5,"5","2","EU","5",15,7,8,7,7,4,7,7,5,3,10,3,4.57142857142857,5
108,"1","2",18,13,85,"0",10,6,6,6,4,6,1,5,5,"5","2","EU","5",15,7,7,6,5,4,3,5,3,3,10,3,4.57142857142857,5
109,"1","2",18,11,88,"0",15,5,10,10,10,10,10,9,9,"14","4","Asia","6",30,7,10,7,6,6,7,5,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,17,80,"1",20,8,8,8,8,8,8,8,8,"14","4","Asia","6",30,7,10,7,7,7,5,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,7,90,"1",18,6,7,7,5,6,7,7,2,"14","4","Asia","6",30,7,10,8,6,8,3,5,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,9,82,"1",10,6,10,10,8,8,8,9,8,"14","4","Asia","6",30,7,10,8,8,7,5,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,15,83,"0",15,4,8,8,9,6,8,6,3,"14","4","Asia","6",30,7,10,8,7,7,5,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,2,92,"1",10,7,9,9,7,9,7,7,8,"14","4","Asia","6",30,9,10,8,6,8,3,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,8,76,"1",20,5,5,6,10,7,0,5,5,"14","4","Asia","6",30,8,10,8,8,8,7,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,10,86,"1",20,6,7,7,7,5,7,7,5,"14","4","Asia","6",30,7,10,8,8,7,8,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,1,78,"1",15,7,10,10,6,10,6,9,3,"14","4","Asia","6",30,7,10,8,8,8,3,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,13,77,"0",10,6,7,7,6,7,7,7,4,"14","4","Asia","6",30,7,10,8,7,5,4,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,12,87,"0",20,2,4,7,8,8,4,4,5,"14","4","Asia","6",30,7,10,8,8,7,8,6,6,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,5,85,"0",10,6,8,7,5,6,2,6,6,"14","4","Asia","6",30,7,10,8,8,7,4,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,18,79,"0",15,5,5,5,5,5,5,5,5,"14","4","Asia","6",30,7,10,7,7,7,5,7,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,3,93,"0",6,7,7,7,6,7,6,7,6,"14","4","Asia","6",30,7,10,8,7,7,3,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,6,89,"0",0,8,10,10,8,8,6,8,5,"14","4","Asia","6",30,8,10,8,6,8,3,5,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,16,84,"0",5,5,5,9,6,5,5,6,0,"14","4","Asia","6",30,7,10,8,8,6,7,8,5,2,20,6,7.28571428571429,7.66666666666667
109,"1","2",18,14,91,"1",10,6,7,8,8,8,0,7,3,"14","4","Asia","6",30,10,10,8,7,8,5,7,5,2,20,6,7.28571428571429,7.66666666666667
110,"1","2",18,14,83,"0",15,4,7,8,4,8,6,4,2,"14","2","east","6",25,7,8,9,8,8,0,5,3,3,20,7,7,6.66666666666667
110,"1","2",18,15,84,"0",5,4,4,5,4,9,4,1,0,"14","2","east","6",25,8,6,7,6,8,0,5,2,3,20,7,7,6.66666666666667
110,"1","2",18,18,78,"0",15,2,2,5,2,0,8,2,1,"14","2","east","6",25,5,5,7,4,6,0,4,2,3,20,7,7,6.66666666666667
110,"1","2",18,3,81,"0",20,6,6,7,6,7,6,6,2,"14","2","east","6",25,5,5,8,5,10,5,4,2,3,20,7,7,6.66666666666667
110,"1","2",18,6,90,"0",18,6,6,6,7,8,7,5,0,"14","2","east","6",25,5,6,8,4,0,0,5,6,3,20,7,7,6.66666666666667
110,"1","2",18,4,85,"0",10,5,5,5,7,5,3,5,5,"14","2","east","6",25,6,8,8,8,8,0,6,4,3,20,7,7,6.66666666666667
110,"1","2",18,7,76,"1",20,5,5,6,7,6,0,5,5,"14","2","east","6",25,6,6,8,8,7,3,7,6,3,20,7,7,6.66666666666667
110,"1","2",18,16,80,"0",20,6,0,8,8,8,8,8,7,"14","2","east","6",25,6,8,8,6,9,0,5,2,3,20,7,7,6.66666666666667
110,"1","2",18,1,92,"1",10,6,9,9,8,8,5,7,8,"14","2","east","6",25,9,0,8,8,7,5,7,6,3,20,7,7,6.66666666666667
110,"1","2",18,9,86,"1",20,8,7,7,7,7,8,8,6,"14","2","east","6",25,7,8,9,8,7,8,8,6,3,20,7,7,6.66666666666667
110,"1","2",18,10,88,"0",15,4,10,10,10,10,8,7,8,"14","2","east","6",25,6,8,8,7,6,6,6,5,3,20,7,7,6.66666666666667
110,"1","2",18,5,89,"0",0,7,10,10,10,7,6,8,5,"14","2","east","6",25,5,7,8,5,9,6,6,6,3,20,7,7,6.66666666666667
110,"1","2",18,17,79,"0",15,4,4,4,4,4,4,4,4,"14","2","east","6",25,5,8,9,8,6,0,5,2,3,20,7,7,6.66666666666667
110,"1","2",18,11,87,"0",20,4,3,6,7,5,2,5,7,"14","2","east","6",25,7,8,8,7,9,0,7,4,3,20,7,7,6.66666666666667
110,"1","2",18,2,93,"0",6,7,7,7,6,6,6,7,6,"14","2","east","6",25,5,7,8,7,8,8,5,6,3,20,7,7,6.66666666666667
110,"1","2",18,8,82,"0",10,7,8,8,9,8,6,8,7,"14","2","east","6",25,6,8,9,8,6,7,5,5,3,20,7,7,6.66666666666667
111,"1","2",18,3,85,"0",10,6,4,6,2,6,1,3,6,"8","4","Asia","7",10,3,8,7,6,7,6,6,3,2,10,5,6.85714285714286,8
111,"1","2",18,9,88,"0",15,2,10,10,10,10,7,9,7,"8","4","Asia","7",10,6,6,7,5,5,4,4,3,2,10,5,6.85714285714286,8
111,"1","2",18,2,81,"0",20,4,9,9,6,7,5,6,8,"8","4","Asia","7",10,4,4,7,6,8,3,4,2,2,10,5,6.85714285714286,8
111,"1","2",18,14,84,"0",5,3,5,5,4,5,4,4,4,"8","4","Asia","7",10,2,6,6,5,5,3,5,5,2,10,5,6.85714285714286,8
111,"1","2",18,17,78,"0",15,5,5,9,0,9,0,8,2,"8","4","Asia","7",10,4,4,5,2,2,3,3,3,2,10,5,6.85714285714286,8
111,"1","2",18,18,92,"0",10,6,7,8,7,8,5,6,5,"8","4","Asia","7",10,7,6,6,3,4,4,4,4,2,10,5,6.85714285714286,8
111,"1","2",18,10,87,"0",20,2,4,7,7,7,3,2,7,"8","4","Asia","7",10,7,6,7,5,5,4,5,5,2,10,5,6.85714285714286,8
111,"1","2",18,6,76,"0",20,2,8,8,0,0,0,5,5,"8","4","Asia","7",10,3,4,8,8,6,4,5,5,2,10,5,6.85714285714286,8
111,"1","2",18,11,77,"0",10,4,6,7,4,5,2,3,2,"8","4","Asia","7",10,6,7,7,5,6,5,5,5,2,10,5,6.85714285714286,8
111,"1","2",18,4,89,"0",0,7,10,10,9,9,6,8,5,"8","4","Asia","7",10,7,7,6,6,8,7,7,3,2,10,5,6.85714285714286,8
111,"1","2",18,15,80,"0",20,7,9,8,8,9,8,8,8,"8","4","Asia","7",10,5,5,6,3,5,5,4,4,2,10,5,6.85714285714286,8
111,"1","2",18,8,86,"0",20,4,5,5,5,5,0,5,5,"8","4","Asia","7",10,5,6,7,4,7,3,4,3,2,10,5,6.85714285714286,8
112,"0","1",10,1,128,"1",5,10,9,8,9,9,7,9,8,"3","6","east","11",15,9,10,8,8,7,9,9,9,8,20,9,7.14285714285714,7.33333333333333
112,"0","1",10,6,131,"0",15,5,5,5,5,5,5,5,1,"3","6","east","11",15,2,7,6,2,5,1,2,5,8,20,9,7.14285714285714,7.33333333333333
112,"0","1",10,7,129,"1",0,9,8,9,10,8,8,8,8,"3","6","east","11",15,7,7,6,7,6,7,7,7,8,20,9,7.14285714285714,7.33333333333333
112,"0","1",10,5,124,"0",20,6,7,7,4,4,5,6,6,"3","6","east","11",15,5,1,6,2,8,1,1,2,8,20,9,7.14285714285714,7.33333333333333
112,"0","1",10,3,126,"1",5,7,8,7,6,6,6,6,7,"3","6","east","11",15,5,7,9,6,8,7,8,5,8,20,9,7.14285714285714,7.33333333333333
112,"0","1",10,10,125,"1",18,9,8,9,9,8,7,8,8,"3","6","east","11",15,7,7,8,8,7,8,8,5,8,20,9,7.14285714285714,7.33333333333333
113,"0","1",10,3,125,"1",18,8,8,7,7,7,6,7,5,"8","2","east","10",5,10,9,10,10,10,7,9,2,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,4,128,"1",5,7,9,9,8,8,8,7,8,"8","2","east","10",5,6,10,9,8,7,4,6,8,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,5,123,"0",10,6,5,5,4,4,5,4,2,"8","2","east","10",5,5,9,6,5,5,2,4,6,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,10,129,"0",0,7,8,8,7,7,7,7,7,"8","2","east","10",5,6,9,7,8,7,9,9,8,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,9,131,"0",15,5,5,5,5,5,5,5,1,"8","2","east","10",5,4,9,8,3,6,2,3,5,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,6,126,"1",5,6,8,9,9,8,6,7,8,"8","2","east","10",5,6,9,8,7,7,6,7,7,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,2,127,"0",5,5,5,5,5,5,5,5,8,"8","2","east","10",5,9,9,8,10,7,8,9,7,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,1,122,"0",10,10,10,10,10,10,10,10,1,"8","2","east","10",5,8,10,9,10,5,5,8,1,0,28.5714285714286,8,8.71428571428571,8
113,"0","1",10,8,124,"0",20,7,6,7,5,5,8,8,8,"8","2","east","10",5,5,9,8,1,10,1,1,4,0,28.5714285714286,8,8.71428571428571,8
114,"0","1",10,6,124,"0",20,5,6,8,7,7,7,7,2,"8","1","east","15",10,4,3,4,2,9,3,2,2,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,4,126,"0",5,6,7,7,6,7,7,6,6,"8","1","east","15",10,5,6,5,5,5,7,6,5,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,10,127,"0",5,5,7,7,2,5,2,3,4,"8","1","east","15",10,2,3,2,2,6,2,2,1,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,1,125,"0",18,5,8,8,6,7,5,5,7,"8","1","east","15",10,7,5,5,6,5,3,5,4,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,8,129,"0",0,6,9,8,7,0,0,7,7,"8","1","east","15",10,5,6,5,4,6,3,5,5,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,7,131,"0",15,5,5,5,5,5,5,5,1,"8","1","east","15",10,5,6,4,5,3,3,5,6,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,3,123,"0",10,4,6,6,5,4,5,4,1,"8","1","east","15",10,8,7,6,6,5,4,7,7,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,9,122,"0",10,6,10,7,7,7,7,8,4,"8","1","east","15",10,7,6,6,7,4,4,6,6,3,10,7,5.57142857142857,4.66666666666667
114,"0","1",10,2,128,"1",5,7,9,9,8,8,7,7,8,"8","1","east","15",10,8,6,7,8,7,5,8,8,3,10,7,5.57142857142857,4.66666666666667
115,"0","1",10,5,125,"1",18,10,10,9,10,9,10,10,10,"3","2","east","3",5,10,10,10,10,10,10,10,10,3,15,8,4.42857142857143,4.66666666666667
115,"0","1",10,4,127,"1",5,7,3,7,10,7,8,7,10,"3","2","east","3",5,8,5,9,9,10,8,7,7,3,15,8,4.42857142857143,4.66666666666667
115,"0","1",10,10,124,"0",20,6,2,4,4,4,6,6,6,"3","2","east","3",5,2,10,10,2,10,2,2,6,3,15,8,4.42857142857143,4.66666666666667
115,"0","1",10,1,131,"0",15,0,0,0,0,0,0,3,4,"3","2","east","3",5,0,0,0,0,0,0,2,2,3,15,8,4.42857142857143,4.66666666666667
115,"0","1",10,7,123,"0",10,4,5,4,4,5,4,4,2,"3","2","east","3",5,6,10,10,7,6,5,5,8,3,15,8,4.42857142857143,4.66666666666667
