"iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total"
87,0,2,18,14,104,0,0.59,1,27,2,20,15,25,15,20,5,0,7,6,6,6,6,5,6,4,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,2,3,4,5,5,2,2,5,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,36
87,0,2,18,15,95,0,0.21,1,26,2,18,18,18,19,13,14,0,6,7,6,6,6,6,6,4,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,2,2,2,2,2,1,1,5,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,37
87,0,2,18,18,98,0,0.67,1,39,2,40,20,15,20,0,5,1,10,10,10,0,0,10,10,3,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,2,8,8,5,9,7,7,4,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,40
87,0,2,18,17,105,0,0.27,0,25,1,30,15,20,20,0,5,1,8,7,7,6,7,5,7,1,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,1,6,7,7,9,4,2,5,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,40
87,0,2,18,8,102,0,0.42,1,32,2,30,10,30,20,10,0,1,8,6,6,7,4,3,7,4,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,2,3,4,5,4,2,1,7,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,34
87,0,2,18,5,103,0,0.62,1,26,2,40,5,20,10,10,15,1,8,7,7,7,7,8,8,7,2,23,11,2,8,10,"NJ",1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,15,15,20,15,15,20,9,9,9,9,9,0,3,5,6,4,7,1,2,6,2,NA,1,3,2,25,15,20,25,10,5,9,9,9,9,9,44
88,0,2,18,13,104,0,0.08,1,27,2,20,15,25,15,20,5,0,6,6,6,6,6,5,6,3,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,6,9,10,5,8,3,6,7,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,35
88,0,2,18,11,109,0,0.3,0,25,4,15,10,30,10,5,30,0,7,10,7,6,6,7,5,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,5,10,10,10,10,10,9,9,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,43
88,0,2,18,14,95,0,0.3,1,26,2,18,18,18,19,13,14,1,6,7,7,7,7,6,7,6,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,2,10,10,2,10,5,4,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,40
88,0,2,18,1,108,0,0.31,1,24,2,10,20,35,20,0,15,1,8,9,7,8,5,4,7,6,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,8,10,10,5,10,8,7,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,41
88,0,2,18,12,94,0,0.73,0,28,4,20,20,20,10,10,20,0,7,6,6,6,6,5,5,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,1,2,10,1,10,4,2,2,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,36
88,0,2,18,18,100,0,0.54,0,30,6,20,25,25,15,5,10,0,7,8,9,9,9,8,8,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,4,10,10,6,10,9,7,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,50
88,0,2,18,10,110,0,0.52,1,28,2,20,20,15,15,5,25,0,6,8,8,7,6,6,6,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,4,10,10,10,10,8,7,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,41
88,0,2,18,2,96,0,-0.06,0,26,3,10,20,20,22,6,22,0,7,7,7,7,0,0,7,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,3,7,9,2,10,3,3,5,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,28
88,0,2,18,15,107,0,0.18,1,21,2,19,24,21,23,5,8,1,9,9,9,9,9,9,8,8,1,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,3,10,10,10,10,6,7,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,54
88,0,2,18,9,111,0,0.14,0,27,4,20,20,20,20,10,10,0,6,6,7,5,5,4,4,3,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,2,10,10,10,10,7,9,7,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,33
88,0,2,18,3,101,0,-0.46,0,22,4,40,8,10,12,10,20,0,8,8,8,7,0,0,7,4,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,3,10,10,3,10,2,3,4,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,31
88,0,2,18,8,97,0,0.53,1,29,2,50,7,20,23,0,0,0,6,7,6,5,7,6,5,5,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,0,6,7,10,7,10,7,6,5,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,37
88,0,2,18,5,99,0,0.08,1,28,2,30,30,20,10,10,0,0,6,7,5,4,5,8,6,9,2,23,11,2,8,7,"NY",1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,9,9,9,9,9,1,8,10,10,8,10,8,10,8,2,1,2,3,3,20,20,15,15,10,20,9,10,10,9,9,35
89,0,2,18,13,100,0,0.13,0,30,6,20,25,25,15,5,10,0,9,8,8,9,8,7,8,9,1,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,1,8,9,10,10,9,9,10,10,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,49
89,0,2,18,11,105,0,-0.22,0,25,1,30,15,20,20,0,5,1,7,8,9,6,8,5,7,5,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,6,9,9,7,7,5,5,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,43
89,0,2,18,3,97,0,-0.29,1,29,2,50,7,20,23,0,0,1,8,8,7,7,7,5,7,5,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,7,9,9,8,9,5,2,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,42
89,0,2,18,10,107,0,0.58,1,21,2,19,24,21,23,5,8,0,8,7,9,6,9,4,7,6,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,9,9,10,10,7,6,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,43
89,0,2,18,18,99,1,0.64,1,28,2,30,30,20,10,10,0,1,9,8,8,7,7,6,9,9,1,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,1,9,9,9,9,9,9,9,10,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,45
89,0,2,18,17,103,0,-0.19,1,26,2,40,5,20,10,10,15,1,8,7,8,7,8,5,7,6,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,8,9,8,7,8,5,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,43
89,0,2,18,8,104,1,0.56,1,27,2,20,15,25,15,20,5,1,7,7,7,6,7,6,7,7,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,1,9,9,9,8,8,7,9,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,40
89,0,2,18,12,98,0,0,1,39,2,40,20,15,20,0,5,1,10,10,10,0,0,0,9,2,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,6,9,7,6,7,5,5,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,30
89,0,2,18,6,109,0,0.58,0,25,4,15,10,30,10,5,30,0,8,10,8,6,8,3,5,5,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,8,10,10,8,8,6,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,43
89,0,2,18,2,102,0,-0.35,1,32,2,30,10,30,20,10,0,0,3,7,7,1,3,2,3,5,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,6,10,9,6,7,5,5,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,23
89,0,2,18,5,110,0,0.36,1,28,2,20,20,15,15,5,25,0,5,7,8,5,9,6,6,6,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,7,10,10,10,7,6,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,40
89,0,2,18,4,111,0,0.08,0,27,4,20,20,20,20,10,10,0,7,7,6,6,8,7,7,3,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,7,10,10,9,9,6,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,41
89,0,2,18,14,108,0,0.39,1,24,2,10,20,35,20,0,15,0,6,5,7,6,6,4,5,3,2,27,8,2,3,2,"Israel",1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,8,9,8,9,10,0,9,9,8,10,8,7,8,5,2,1,2,3,3,35,15,15,15,15,5,7,10,8,6,10,34
90,0,2,18,11,107,0,0.23,0,21,2,19,24,21,23,5,8,0,7,8,8,6,6,2,4,4,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,6,7,8,7,8,6,6,0,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,37
90,0,2,18,1,99,0,0.02,0,28,2,30,30,20,10,10,0,0,6,8,8,6,5,0,5,6,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,7,8,7,6,5,4,7,4,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,33
90,0,2,18,15,108,0,0.52,0,24,2,10,20,35,20,0,15,0,6,8,7,6,5,3,5,4,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,7,7,6,6,4,5,7,2,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,35
90,0,2,18,5,111,0,0.74,1,27,4,20,20,20,20,10,10,0,3,8,5,4,5,7,6,5,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,6,9,7,6,6,8,5,4,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,32
90,0,2,18,9,104,0,0.05,0,27,2,20,15,25,15,20,5,0,10,10,10,10,10,10,10,1,1,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,10,10,10,10,10,7,8,0,1,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,60
90,0,2,18,3,102,0,0.22,0,32,2,30,10,30,20,10,0,0,3,7,7,2,2,2,4,5,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,5,7,6,5,6,5,5,4,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,23
90,0,2,18,6,110,0,0.5,0,28,2,20,20,15,15,5,25,0,5,6,8,4,0,0,5,6,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,6,6,6,7,8,7,5,0,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,23
90,0,2,18,8,94,0,0.37,1,28,4,20,20,20,10,10,20,0,5,6,9,3,3,3,3,3,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,0,5,5,0,9,0,2,0,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,29
90,0,2,18,13,98,0,0.26,0,39,2,40,20,15,20,0,5,1,10,10,10,0,10,0,10,3,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,6,6,6,5,4,3,5,0,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,40
90,0,2,18,12,105,0,0.28,0,25,1,30,15,20,20,0,5,0,6,7,7,5,6,5,6,3,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,5,7,6,7,7,6,5,4,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,36
90,0,2,18,17,101,0,0.08,1,22,4,40,8,10,12,10,20,1,6,9,9,6,8,6,6,5,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,0,4,8,8,4,5,4,4,1,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,44
90,0,2,18,10,95,0,0.32,0,26,2,18,18,18,19,13,14,0,3,8,5,4,5,4,3,2,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,8,8,7,8,6,4,8,3,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,29
90,0,2,18,7,109,1,0.4,1,25,4,15,10,30,10,5,30,1,7,10,8,6,8,3,5,5,2,23,10,4,4,1,"P. R. China",2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,5,8,5,7,5,1,6,7,7,5,6,7,7,2,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,42
91,0,2,18,2,98,0,0.11,0,39,2,40,20,15,20,0,5,1,10,10,10,0,0,0,10,3,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,6,9,8,5,8,3,6,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,30
91,0,2,18,18,107,1,0.42,0,21,2,19,24,21,23,5,8,1,8,9,8,8,8,7,9,9,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,8,7,8,8,NA,NA,8,5,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,48
91,0,2,18,8,99,1,0.6,0,28,2,30,30,20,10,10,0,1,9,8,8,7,8,8,9,9,1,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,8,7,8,8,8,NA,8,6,1,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,48
91,0,2,18,10,102,0,-0.21,0,32,2,30,10,30,20,10,0,1,7,7,8,8,10,7,8,7,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,4,6,7,6,5,3,5,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,47
91,0,2,18,12,111,0,0.26,0,27,4,20,20,20,20,10,10,0,8,7,8,5,6,6,7,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,5,8,8,7,7,NA,7,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,40
91,0,2,18,7,103,1,0.12,0,26,2,40,5,20,10,10,15,1,8,8,8,8,8,8,8,6,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,7,7,8,7,7,NA,7,3,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,48
91,0,2,18,13,110,1,0.61,0,28,2,20,20,15,15,5,25,1,8,8,8,7,8,0,6,4,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,6,7,8,8,8,NA,7,3,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,39
91,0,2,18,9,106,1,0.31,0,22,3,10,20,35,10,5,20,1,10,10,10,10,10,10,10,6,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,5,7,8,7,7,NA,8,5,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,60
91,0,2,18,14,109,1,0.62,0,25,4,15,10,30,10,5,30,1,10,10,8,7,8,5,7,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,6,7,8,8,8,NA,7,3,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,48
91,0,2,18,11,97,1,-0.2,0,29,2,50,7,20,23,0,0,1,8,8,8,8,9,6,8,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,6,7,8,6,7,NA,6,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,47
91,0,2,18,17,95,0,-0.12,0,26,2,18,18,18,19,13,14,1,7,7,8,7,8,7,7,6,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,5,6,6,6,7,NA,4,5,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,44
91,0,2,18,1,105,1,-0.24,0,25,1,30,15,20,20,0,5,1,8,8,10,9,7,7,8,10,1,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,1,7,10,10,10,10,10,NA,8,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,49
91,0,2,18,4,108,0,0.39,0,24,2,10,20,35,20,0,15,1,8,7,7,9,8,4,7,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,9,7,8,7,6,7,3,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,43
91,0,2,18,15,94,0,0.57,0,28,4,20,20,20,10,10,20,1,9,8,8,8,8,5,7,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,5,7,7,7,8,NA,5,3,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,46
91,0,2,18,3,100,0,0.43,1,30,6,20,25,25,15,5,10,1,9,7,9,9,9,8,9,5,2,25,1,6,6,8,"California",1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,6,7,7,9,8,0,6,7,8,7,7,NA,6,2,2,NA,6,3,3,20,2,30,35,3,10,8,7,8,7,7,51
92,0,2,18,14,99,1,0.59,1,28,2,30,30,20,10,10,0,1,6,7,8,5,7,7,8,9,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,1,10,10,9,10,9,9,9,9,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,40
92,0,2,18,18,111,0,0.5,0,27,4,20,20,20,20,10,10,0,7,6,6,3,4,4,4,4,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,6,7,8,7,8,5,6,5,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,30
92,0,2,18,4,104,0,0.8,1,27,2,20,15,25,15,20,5,1,9,8,6,6,6,6,7,5,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,8,8,8,7,8,7,6,5,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,41
92,0,2,18,9,100,0,0.54,0,30,6,20,25,25,15,5,10,0,9,8,8,7,6,6,6,3,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,6,8,9,4,9,5,6,6,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,44
92,0,2,18,5,95,0,-0.23,1,26,2,18,18,18,19,13,14,1,6,6,7,7,4,5,6,4,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,4,8,9,4,8,3,4,5,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,35
92,0,2,18,1,110,1,0.75,1,28,2,20,20,15,15,5,25,1,9,0,8,8,7,5,7,6,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,1,6,9,9,8,8,5,7,8,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,37
92,0,2,18,8,98,1,0.41,1,39,2,40,20,15,20,0,5,1,10,10,10,0,0,0,10,3,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,1,8,7,8,3,8,6,7,7,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,30
92,0,2,18,11,96,0,0.56,0,26,3,10,20,20,22,6,22,0,7,7,7,6,0,5,6,6,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,3,9,10,6,9,5,6,7,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,32
92,0,2,18,10,108,0,0.72,1,24,2,10,20,35,20,0,15,0,8,7,6,6,8,2,6,4,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,1,8,9,10,9,8,9,8,9,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,37
92,0,2,18,7,105,1,0.03,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,6,7,3,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,1,7,8,9,9,8,8,7,6,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,42
92,0,2,18,3,94,0,0.64,0,28,4,20,20,20,10,10,20,0,9,8,8,6,7,7,6,5,2,29,9,2,1,2,"San Francisco",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,9,10,9,9,9,0,4,3,9,3,8,5,3,3,2,3,6,1,2,20,20,15,20,10,15,7,9,9,9,8,45
