"","iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total","total2"
"1185",108,"1",2,18,5,83,"0",0.83,"0",35,"3",10,32,20,12,11,15,"0",5,7,9,6,7,5,5,4,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",6,7,5,7,6,4,6,5,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,39,35
"1186",108,"1",2,18,14,89,"0",0.39,"1",27,"2",25,15,20,20,20,0,"0",9,9,8,10,8,7,8,5,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",6,5,7,6,6,4,5,3,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,51,34
"1187",108,"1",2,18,18,86,"1",0.44,"1",22,"2",15,20,20,20,5,20,"1",10,8,6,7,10,5,9,4,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",8,6,8,7,7,5,8,2,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,46,41
"1188",108,"1",2,18,7,80,"0",0.31,"0",27,"4",10,20,20,10,20,20,"1",8,8,8,8,8,8,8,8,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",6,8,8,7,6,2,6,6,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,48,37
"1189",108,"1",2,18,16,76,"0",0.32,"1",34,"2",10,10,30,20,10,20,"1",5,5,5,5,8,8,5,5,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",7,7,8,7,5,8,6,5,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,36,42
"1190",108,"1",2,18,1,88,"0",0.31,"1",23,"2",15,15,20,15,20,15,"0",8,10,10,5,10,8,7,8,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",8,9,7,8,5,4,7,6,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,51,41
"1191",108,"1",2,18,6,84,"1",0.76,"0",32,"3",30,30,30,5,0,5,"1",4,0,8,7,7,6,7,7,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",7,8,9,8,8,5,7,5,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,32,45
"1192",108,"1",2,18,9,78,"0",0.51,"0",23,"3",10,25,20,10,20,15,"0",7,4,7,2,2,2,5,1,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",7,7,5,5,4,3,5,3,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,24,31
"1193",108,"1",2,18,12,81,"1",0.55,"1",28,"2",10,10,20,20,20,20,"1",7,7,7,8,7,7,8,9,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",8,7,6,7,6,6,7,5,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,43,40
"1194",108,"1",2,18,4,91,"0",0.39,"0",25,"6",15,3,50,20,2,10,"0",9,7,8,7,6,7,3,2,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",8,7,7,9,8,4,7,5,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,44,43
"1195",108,"1",2,18,8,79,"1",0.6,"0",26,"4",10,20,15,20,20,15,"1",6,6,6,6,6,6,7,5,"1",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"1",7,8,7,7,4,7,7,5,"1",3,"2",10,10,40,30,0,10,3,8,6,4,2,36,40
"1196",108,"1",2,18,13,85,"0",0.33,"1",30,"2",20,25,15,15,15,10,"0",6,6,6,4,6,1,5,5,"2",24,"5","2",1,1,"EU","1",6,3,"5",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,4,8,3,7,2,"0",7,7,6,5,4,3,5,3,"2",3,"2",10,10,40,30,0,10,3,8,6,4,2,29,32
"1197",109,"1",2,18,11,88,"0",0.3,"0",23,"2",15,15,20,15,20,15,"0",5,10,10,10,10,10,9,9,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"0",7,10,7,6,6,7,5,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,55,43
"1198",109,"1",2,18,17,80,"1",0.34,"1",27,"4",10,20,20,10,20,20,"1",8,8,8,8,8,8,8,8,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,7,7,7,5,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,48,43
"1199",109,"1",2,18,7,90,"1",0.4,"1",23,"4",15,21,18,18,10,18,"1",6,7,7,5,6,7,7,2,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,6,8,3,5,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,38,42
"1200",109,"1",2,18,9,82,"1",0.66,"0",25,"6",20,20,20,20,10,10,"1",6,10,10,8,8,8,9,8,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,7,5,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,50,45
"1201",109,"1",2,18,15,83,"0",0.81,"0",35,"3",10,32,20,12,11,15,"0",4,8,8,9,6,8,6,3,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,7,7,5,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,43,44
"1202",109,"1",2,18,2,92,"1",0.6,"0",29,"2",10,20,20,20,20,10,"1",7,9,9,7,9,7,7,8,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",9,10,8,6,8,3,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,48,44
"1203",109,"1",2,18,8,76,"1",0.63,"0",34,"2",10,10,30,20,10,20,"1",5,5,6,10,7,0,5,5,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",8,10,8,8,8,7,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,33,49
"1204",109,"1",2,18,10,86,"1",0.73,"0",22,"2",15,20,20,20,5,20,"1",6,7,7,7,5,7,7,5,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,7,8,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,39,48
"1205",109,"1",2,18,1,78,"1",0.59,"0",23,"3",10,25,20,10,20,15,"1",7,10,10,6,10,6,9,3,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,8,3,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,49,44
"1206",109,"1",2,18,13,77,"0",0.56,"0",22,"2",15,20,20,20,15,10,"0",6,7,7,6,7,7,7,4,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,7,5,4,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,40,41
"1207",109,"1",2,18,12,87,"0",0.27,"0",23,"2",15,15,20,15,15,20,"0",2,4,7,8,8,4,4,5,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,7,8,6,6,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,33,48
"1208",109,"1",2,18,5,85,"0",0.59,"0",30,"2",20,25,15,15,15,10,"0",6,8,7,5,6,2,6,6,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,7,4,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,34,44
"1209",109,"1",2,18,18,79,"0",0.8,"1",26,"4",10,20,15,20,20,15,"0",5,5,5,5,5,5,5,5,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,7,7,7,5,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,30,43
"1210",109,"1",2,18,3,93,"0",0.34,"0",29,"2",14,20,18,24,18,6,"0",7,7,7,6,7,6,7,6,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,7,7,3,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,40,42
"1211",109,"1",2,18,6,89,"0",0.58,"0",27,"2",25,15,20,20,20,0,"0",8,10,10,8,8,6,8,5,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"0",8,10,8,6,8,3,5,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,50,43
"1212",109,"1",2,18,16,84,"0",0.65,"0",32,"3",30,30,30,5,0,5,"0",5,5,9,6,5,5,6,0,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",7,10,8,8,6,7,8,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,35,46
"1213",109,"1",2,18,14,91,"1",0.62,"0",25,"6",15,3,50,20,2,10,"1",6,7,8,8,8,0,7,3,"2",25,"14","4",1,1,"Asia","1",4,1,"6",2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,5,15,10,30,10,5,30,6,9,8,9,8,"1",10,10,8,7,8,5,7,5,"2",2,"2",20,15,25,15,5,20,6,9,9,7,8,37,48
"1214",110,"1",2,18,14,83,"0",0.62,"0",35,"3",10,32,20,12,11,15,"0",4,7,8,4,8,6,4,2,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",7,8,9,8,8,0,5,3,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,37,40
"1215",110,"1",2,18,15,84,"0",0.61,"0",32,"3",30,30,30,5,0,5,"0",4,4,5,4,9,4,1,0,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",8,6,7,6,8,0,5,2,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,30,35
"1216",110,"1",2,18,18,78,"0",0.79,"0",23,"3",10,25,20,10,20,15,"0",2,2,5,2,0,8,2,1,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,5,7,4,6,0,4,2,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,19,27
"1217",110,"1",2,18,3,81,"0",0.67,"1",28,"2",10,10,20,20,20,20,"0",6,6,7,6,7,6,6,2,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,5,8,5,10,5,4,2,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,38,38
"1218",110,"1",2,18,6,90,"0",0.5,"0",23,"4",15,21,18,18,10,18,"0",6,6,6,7,8,7,5,0,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,6,8,4,0,0,5,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,40,23
"1219",110,"1",2,18,4,85,"0",0.54,"1",30,"2",20,25,15,15,15,10,"0",5,5,5,7,5,3,5,5,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"1",6,8,8,8,8,0,6,4,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,30,38
"1220",110,"1",2,18,7,76,"1",0.53,"1",34,"2",10,10,30,20,10,20,"1",5,5,6,7,6,0,5,5,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"1",6,6,8,8,7,3,7,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,29,38
"1221",110,"1",2,18,16,80,"0",0.17,"0",27,"4",10,20,20,10,20,20,"0",6,0,8,8,8,8,8,7,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",6,8,8,6,9,0,5,2,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,38,37
"1222",110,"1",2,18,1,92,"1",0.75,"1",29,"2",10,20,20,20,20,10,"1",6,9,9,8,8,5,7,8,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"1",9,0,8,8,7,5,7,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,45,37
"1223",110,"1",2,18,9,86,"1",0.5,"1",22,"2",15,20,20,20,5,20,"1",8,7,7,7,7,8,8,6,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"1",7,8,9,8,7,8,8,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,44,47
"1224",110,"1",2,18,10,88,"0",0.52,"1",23,"2",15,15,20,15,20,15,"0",4,10,10,10,10,8,7,8,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",6,8,8,7,6,6,6,5,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,52,41
"1225",110,"1",2,18,5,89,"0",0.36,"1",27,"2",25,15,20,20,20,0,"0",7,10,10,10,7,6,8,5,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,7,8,5,9,6,6,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,50,40
"1226",110,"1",2,18,17,79,"0",0.54,"0",26,"4",10,20,15,20,20,15,"0",4,4,4,4,4,4,4,4,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,8,9,8,6,0,5,2,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,24,36
"1227",110,"1",2,18,11,87,"0",0.52,"1",23,"2",15,15,20,15,15,20,"0",4,3,6,7,5,2,5,7,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"1",7,8,8,7,9,0,7,4,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,27,39
"1228",110,"1",2,18,2,93,"0",0.31,"1",29,"2",14,20,18,24,18,6,"0",7,7,7,6,6,6,7,6,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",5,7,8,7,8,8,5,6,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,39,43
"1229",110,"1",2,18,8,82,"0",0.76,"0",25,"6",20,20,20,20,10,10,"0",7,8,8,9,8,6,8,7,"2",28,"14","2",4,6,"east","2",6,1,"6",4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,20,20,15,15,5,25,7,9,8,8,7,"0",6,8,9,8,6,7,5,5,"2",3,"2",30,10,10,20,10,20,7,9,9,8,8,46,44
"1230",111,"1",2,18,3,85,"0",0.26,"0",30,"2",20,25,15,15,15,10,"0",6,4,6,2,6,1,3,6,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",3,8,7,6,7,6,6,3,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,25,37
"1231",111,"1",2,18,9,88,"0",0.14,"0",23,"2",15,15,20,15,20,15,"0",2,10,10,10,10,7,9,7,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",6,6,7,5,5,4,4,3,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,49,33
"1232",111,"1",2,18,2,81,"0",0.46,"0",28,"2",10,10,20,20,20,20,"0",4,9,9,6,7,5,6,8,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",4,4,7,6,8,3,4,2,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,40,32
"1233",111,"1",2,18,14,84,"0",0.43,"0",32,"3",30,30,30,5,0,5,"0",3,5,5,4,5,4,4,4,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",2,6,6,5,5,3,5,5,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,26,27
"1234",111,"1",2,18,17,78,"0",0.56,"0",23,"3",10,25,20,10,20,15,"0",5,5,9,0,9,0,8,2,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",4,4,5,2,2,3,3,3,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,28,20
"1235",111,"1",2,18,18,92,"0",0.5,"0",29,"2",10,20,20,20,20,10,"0",6,7,8,7,8,5,6,5,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",7,6,6,3,4,4,4,4,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,41,30
"1236",111,"1",2,18,10,87,"0",0.35,"0",23,"2",15,15,20,15,15,20,"0",2,4,7,7,7,3,2,7,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",7,6,7,5,5,4,5,5,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,30,34
"1237",111,"1",2,18,6,76,"0",0.43,"0",34,"2",10,10,30,20,10,20,"1",2,8,8,0,0,0,5,5,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",3,4,8,8,6,4,5,5,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,18,33
"1238",111,"1",2,18,11,77,"0",0.29,"0",22,"2",15,20,20,20,15,10,"0",4,6,7,4,5,2,3,2,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",6,7,7,5,6,5,5,5,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,28,36
"1239",111,"1",2,18,4,89,"0",0.08,"0",27,"2",25,15,20,20,20,0,"0",7,10,10,9,9,6,8,5,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",7,7,6,6,8,7,7,3,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,51,41
"1240",111,"1",2,18,15,80,"0",0.07,"1",27,"4",10,20,20,10,20,20,"0",7,9,8,8,9,8,8,8,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",5,5,6,3,5,5,4,4,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,49,29
"1241",111,"1",2,18,8,86,"0",0.18,"0",22,"2",15,20,20,20,5,20,"0",4,5,5,5,5,0,5,5,"2",27,"8","4",7,1,"Asia","5",5,1,"7",9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,5,8,5,8,5,"0",5,6,7,4,7,3,4,3,"2",2,"2",20,20,20,20,10,10,5,8,8,5,5,24,32
"1242",112,"0",1,10,1,128,"1",0.44,"0",21,"2",40,15,10,20,10,5,"1",10,9,8,9,9,7,9,8,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"1",9,10,8,8,7,9,9,9,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,52,51
"1243",112,"0",1,10,6,131,"0",0.35,"0",19,"4",25,10,20,20,10,15,"0",5,5,5,5,5,5,5,1,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"0",2,7,6,2,5,1,2,5,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,30,23
"1244",112,"0",1,10,7,129,"1",0.31,"0",21,"2",40,20,20,20,0,0,"1",9,8,9,10,8,8,8,8,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"1",7,7,6,7,6,7,7,7,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,52,40
"1245",112,"0",1,10,5,124,"0",0.26,"0",22,"4",40,10,10,10,10,20,"1",6,7,7,4,4,5,6,6,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"0",5,1,6,2,8,1,1,2,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,33,23
"1246",112,"0",1,10,3,126,"1",0.3,"0",22,"2",25,40,15,10,5,5,"1",7,8,7,6,6,6,6,7,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"1",5,7,9,6,8,7,8,5,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,40,42
"1247",112,"0",1,10,10,125,"1",0.34,"0",21,"2",20,15,20,15,12,18,"1",9,8,9,9,8,7,8,8,"2",20,"3","6",1,1,"east","1",3,1,"11",8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,15,15,20,25,10,15,9,10,9,9,9,"1",7,7,8,8,7,8,8,5,"2",8,"2",20,10,15,20,15,20,9,10,9,9,9,50,45
"1248",113,"0",1,10,3,125,"1",0.76,"1",21,"2",20,15,20,15,12,18,"1",8,8,7,7,7,6,7,5,"1",21,"8","2",3,8,"east","1",4,1,"10",5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7,7,15,15,25,25,15,5,8,10,10,8,9,"1",10,9,10,10,10,7,9,2,"1",0,"3",10,20,15,25,5,30,8,7,8,10,7,43,56
"1249",113,"0",1,10,4,128,"1",-0.09,"1",21,"2",40,15,10,20,10,5,"1",7,9,9,8,8,8,7,8,"2",21,"8","2",3,8,"east","1",4,1,"10",5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7,7,15,15,25,25,15,5,8,10,10,8,9,"1",6,10,9,8,7,4,6,8,"2",0,"3",10,20,15,25,5,30,8,7,8,10,7,49,44
"1250",113,"0",1,10,5,123,"0",-0.22,"0",18,"4",50,10,20,5,5,10,"0",6,5,5,4,4,5,4,2,"2",21,"8","2",3,8,"east","1",4,1,"10",5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7,7,15,15,25,25,15,5,8,10,10,8,9,"0",5,9,6,5,5,2,4,6,"2",0,"3",10,20,15,25,5,30,8,7,8,10,7,29,32
"1251",113,"0",1,10,10,129,"0",0.32,"1",21,"2",40,20,20,20,0,0,"0",7,8,8,7,7,7,7,7,"2",21,"8","2",3,8,"east","1",4,1,"10",5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7,7,15,15,25,25,15,5,8,10,10,8,9,"0",6,9,7,8,7,9,9,8,"2",0,"3",10,20,15,25,5,30,8,7,8,10,7,44,46
